1,アマランサス　玄穀,12.7,6,64.9
353,だいず　全粒・全粒製品　きな粉砂糖入り　きな粉,18.3,12.9,63.9
354,だいず　全粒・全粒製品　大豆はいが,37.8,14.7,39.5
355,だいず　全粒・全粒製品　ぶどう豆,14.1,9.4,37
356,だいず　豆腐・油揚げ類　木綿豆腐,7,4.9,1.5
357,だいず　豆腐・油揚げ類　木綿豆腐　凝固剤：塩化マグネシウム,7,4.9,1.5
358,だいず　豆腐・油揚げ類　木綿豆腐　凝固剤：硫酸カルシウム,7,4.9,1.5
359,だいず　豆腐・油揚げ類　絹ごし豆腐,5.3,3.5,2
360,だいず　豆腐・油揚げ類　絹ごし豆腐　凝固剤：塩化マグネシウム,5.3,3.5,2
361,だいず　豆腐・油揚げ類　絹ごし豆腐　凝固剤：硫酸カルシウム,5.3,3.5,2
362,だいず　豆腐・油揚げ類　ソフト豆腐,5.1,3.3,2
363,だいず　豆腐・油揚げ類　充てん豆腐,5,3.1,2.5
364,だいず　豆腐・油揚げ類　沖縄豆腐,9.1,7.2,0.7
365,だいず　豆腐・油揚げ類　ゆし豆腐,4.3,2.8,1.7
366,だいず　豆腐・油揚げ類　焼き豆腐,7.8,5.7,1
367,だいず　豆腐・油揚げ類　生揚げ,10.7,11.3,0.9
368,だいず　豆腐・油揚げ類　油揚げ　生,23.4,34.4,0.4
369,だいず　豆腐・油揚げ類　油揚げ　油抜き　生,18.2,23.4,0
370,だいず　豆腐・油揚げ類　油揚げ　油抜き　ゆで,12.4,13.8,0.3
371,だいず　豆腐・油揚げ類　油揚げ　油抜き　焼き,24.9,32.2,0.7
372,だいず　豆腐・油揚げ類　油揚げ　甘煮,11.2,13,19.1
373,だいず　豆腐・油揚げ類　がんもどき,15.3,17.8,1.6
374,だいず　豆腐・油揚げ類　凍り豆腐　乾,50.5,34.1,4.2
375,だいず　豆腐・油揚げ類　凍り豆腐　水煮,10.7,7.3,1.1
376,だいず　豆腐・油揚げ類　豆腐よう,9.5,8.3,19.1
377,だいず　豆腐・油揚げ類　豆腐竹輪　蒸し,14.9,4.4,6.7
378,だいず　豆腐・油揚げ類　豆腐竹輪　焼き,16.1,4.9,7.5
379,だいず　豆腐・油揚げ類　ろくじょう豆腐,34.7,21.5,3.8
380,だいず　納豆類　糸引き納豆,16.5,10,12.1
381,だいず　納豆類　挽きわり納豆,16.6,10,10.5
382,だいず　納豆類　五斗納豆,15.3,8.1,24
383,だいず　納豆類　寺納豆,18.6,8.1,31.5
384,だいず　その他　おから　生,6.1,3.6,13.8
385,だいず　その他　おから　乾燥,23.1,13.6,52.3
386,だいず　その他　豆乳　豆乳,3.6,2,3.1
387,だいず　その他　豆乳　調製豆乳,3.2,3.6,4.8
388,だいず　その他　豆乳　豆乳飲料・麦芽コーヒー,2.2,2.2,7.8
389,だいず　その他　大豆たんぱく　粒状大豆たんぱく,46.3,3,36.7
390,だいず　その他　大豆たんぱく　濃縮大豆たんぱく,58.2,1.7,27.9
391,だいず　その他　大豆たんぱく　分離大豆たんぱく　塩分無調整タイプ,79.1,3,7.5
392,だいず　その他　大豆たんぱく　分離大豆たんぱく　塩分調整タイプ,79.1,3,7.5
393,だいず　その他　大豆たんぱく　繊維状大豆たんぱく,59.3,5,25.2
394,だいず　その他　湯葉　生,21.8,13.7,4.1
395,だいず　その他　湯葉　干し　乾,50.4,32.1,7.2
396,だいず　その他　湯葉　干し　湯戻し,15.7,10.6,0.1
397,だいず　その他　金山寺みそ,6.9,3.2,50
398,だいず　その他　ひしおみそ,6.5,2.7,38.8
399,だいず　その他　テンペ,15.8,9,15.4
400,つるあずき　全粒　乾,20.8,1.6,61.8
401,つるあずき　全粒　ゆで,9.7,1,27.5
402,ひよこまめ　全粒　乾,20,5.2,61.5
403,ひよこまめ　全粒　ゆで,9.5,2.5,27.4
404,ひよこまめ　全粒　フライ　味付け,18.8,10.4,62.6
405,べにばないんげん　全粒　乾,17.2,1.7,61.2
406,べにばないんげん　全粒　ゆで,6.2,0.6,22.3
407,やぶまめ　乾,23.4,10.1,49.5
408,らいまめ　全粒　乾,21.9,1.8,60.8
409,らいまめ　全粒　ゆで,9.6,0.9,26
410,りょくとう　全粒　乾,25.1,1.5,59.1
411,りょくとう　全粒　ゆで,10.2,0.6,22.5
412,レンズまめ　全粒　乾,23.2,1.5,60.7
413,レンズまめ　全粒　ゆで,11.2,0.8,29.1
414,アーモンド　乾,19.6,51.8,20.9
415,アーモンド　フライ　味付け,21.3,55.7,17.9
416,アーモンド　いり　無塩,20.3,54.1,20.7
417,あさ　乾,29.9,28.3,31.7
418,あまに　いり,21.8,43.3,30.4
419,えごま　乾,17.7,43.4,29.4
420,カシューナッツ　フライ　味付け,19.8,47.6,26.7
421,かぼちゃ　いり　味付け,26.5,51.8,12
422,かや　いり,8.7,64.9,22.6
423,ぎんなん　生,4.7,1.6,34.8
424,ぎんなん　ゆで,4.6,1.5,35.8
425,くり類　日本ぐり　生,2.8,0.5,36.9
426,くり類　日本ぐり　ゆで,3.5,0.6,36.7
427,くり類　日本ぐり　甘露煮,1.8,0.4,56.8
428,くり類　中国ぐり　甘ぐり,4.9,0.9,48.5
429,くるみ　いり,14.6,68.8,11.7
430,けし　乾,19.3,49.1,21.8
431,ココナッツ　ココナッツパウダー,6.1,65.8,23.7
432,ごま　乾,19.8,53.8,16.5
433,ごま　いり,20.3,54.2,18.5
434,ごま　むき,19.3,54.9,18.8
435,ごま　ねり,19,61,15.6
436,しい　生,3.2,0.8,57.6
437,すいか　いり　味付け,29.6,46.4,13.4
438,チアシード　乾,19.4,33.9,34.5
439,とち　蒸し,1.7,1.9,34.2
440,はす　未熟　生,5.9,0.5,14.9
441,はす　成熟　乾,18.3,2.3,64.3
442,はす　成熟　ゆで,7.3,0.8,25
443,ひし類　ひし　生,5.8,0.5,40.6
444,ひし類　とうびし　生,2.7,0.4,31.4
445,ひし類　とうびし　ゆで,2.7,0.3,30.5
446,ピスタチオ　いり　味付け,17.4,56.1,20.9
447,ひまわり　フライ　味付け,20.1,56.3,17.2
448,ブラジルナッツ　フライ　味付け,14.9,69.1,9.6
449,ヘーゼルナッツ　フライ　味付け,13.6,69.3,13.9
450,ペカン　フライ　味付け,9.6,73.4,13.3
451,マカダミアナッツ　いり　味付け,8.3,76.7,12.2
452,まつ　生,15.8,68.2,10.6
453,まつ　いり,14.6,72.5,8.1
454,らっかせい　大粒種　乾,25.2,47,19.4
455,らっかせい　大粒種　いり,25,49.6,21.3
456,らっかせい　小粒種　乾,25.4,47.5,18.8
457,らっかせい　小粒種　いり,26.5,49.4,19.6
458,らっかせい　バターピーナッツ,23.3,53.2,18.3
459,らっかせい　ピーナッツバター,20.6,50.4,24.9
460,アーティチョーク　花らい　生,2.3,0.2,11.3
461,アーティチョーク　花らい　ゆで,2.1,0.1,10.8
462,あさつき　葉　生,4.2,0.3,5.6
463,あさつき　葉　ゆで,4.2,0.3,7.3
464,あしたば　茎葉　生,3.3,0.1,6.7
465,あしたば　茎葉　ゆで,2.9,0.1,6.6
466,アスパラガス　若茎　生,2.6,0.2,3.9
467,アスパラガス　若茎　ゆで,2.6,0.1,4.6
468,アスパラガス　若茎　油いため,2.9,3.9,4.1
469,アスパラガス　水煮缶詰,2.4,0.1,4.3
470,アロエ　葉　生,0,0.1,0.7
471,いんげんまめ　さやいんげん　若ざや　生,1.8,0.1,5.1
472,いんげんまめ　さやいんげん　若ざや　ゆで,1.8,0.2,5.5
473,うど類　うど　茎　生,0.8,0.1,4.3
474,うど類　うど　茎　水さらし,0.6,0,3.4
475,うど類　やまうど　茎　生,1.1,0.1,4.3
476,うるい　葉　生,1.9,0.4,4
477,えだまめ　生,11.7,6.2,8.8
478,えだまめ　ゆで,11.5,6.1,8.9
479,えだまめ　冷凍,13,7.6,10.6
480,エンダイブ　葉　生,1.2,0.2,2.9
481,えんどう類　トウミョウ　茎葉　生,3.8,0.4,4
482,えんどう類　トウミョウ　芽ばえ　生,3.8,0.4,3.2
483,えんどう類　トウミョウ　芽ばえ　ゆで,3.6,0.6,3.8
484,えんどう類　トウミョウ　芽ばえ　油いため,5,5.9,4.3
485,えんどう類　さやえんどう　若ざや　生,3.1,0.2,7.5
486,えんどう類　さやえんどう　若ざや　ゆで,3.2,0.2,7
487,えんどう類　スナップえんどう　若ざや　生,2.9,0.1,9.9
488,えんどう類　グリンピース　生,6.9,0.4,15.3
489,えんどう類　グリンピース　ゆで,8.3,0.2,18.5
490,えんどう類　グリンピース　冷凍,5.8,0.7,17.1
491,えんどう類　グリンピース　冷凍　ゆで,6.2,0.7,17.8
492,えんどう類　グリンピース　冷凍　油いため,6.3,4.6,18.2
493,えんどう類　グリンピース　水煮缶詰,3.6,0.4,19.7
494,おおさかしろな　葉　生,1.4,0.2,2.2
495,おおさかしろな　葉　ゆで,1.6,0.3,3.1
496,おおさかしろな　塩漬,1.3,0.3,4.5
497,おかひじき　茎葉　生,1.4,0.2,3.4
498,おかひじき　茎葉　ゆで,1.2,0.1,3.8
499,オクラ　果実　生,2.1,0.2,6.6
500,オクラ　果実　ゆで,2.1,0.1,7.6
501,かぶ　葉　生,2.3,0.1,3.9
502,かぶ　葉　ゆで,2.3,0.1,4.4
503,かぶ　根　皮つき　生,0.7,0.1,4.6
504,かぶ　根　皮つき　ゆで,0.7,0.1,4.7
505,かぶ　根　皮なし　生,0.6,0.1,4.8
506,かぶ　根　皮なし　ゆで,0.6,0.1,5
507,かぶ　漬物　塩漬　葉,2.3,0.2,6
508,かぶ　漬物　塩漬　根　皮つき,1,0.2,4.9
509,かぶ　漬物　塩漬　根　皮なし,0.8,0.1,4.7
510,かぶ　漬物　ぬかみそ漬　葉,3.3,0.1,7.1
511,かぶ　漬物　ぬかみそ漬　根　皮つき,1.5,0.1,5.9
512,かぶ　漬物　ぬかみそ漬　根　皮なし,1.4,0.1,6.9
513,かぼちゃ類　日本かぼちゃ　果実　生,1.6,0.1,10.9
514,かぼちゃ類　日本かぼちゃ　果実　ゆで,1.9,0.1,13.3
515,かぼちゃ類　西洋かぼちゃ　果実　生,1.9,0.3,20.6
516,かぼちゃ類　西洋かぼちゃ　果実　ゆで,1.6,0.3,21.3
517,かぼちゃ類　西洋かぼちゃ　果実　焼き,2.5,0.4,27.7
518,かぼちゃ類　西洋かぼちゃ　果実　冷凍,2.2,0.3,18.5
519,かぼちゃ類　そうめんかぼちゃ　果実　生,0.7,0.1,6.1
520,からしな　葉　生,3.3,0.1,4.7
521,からしな　塩漬,4,0.1,7.2
522,カリフラワー　花序　生,3,0.1,5.2
523,カリフラワー　花序　ゆで,2.7,0.1,5.1
524,かんぴょう　乾,6.3,0.2,68.1
525,かんぴょう　ゆで,0.7,0,7.2
526,かんぴょう　甘煮,2.3,0.2,36.5
527,きく　花びら　生,1.4,0,6.5
528,きく　花びら　ゆで,1,0,5.7
529,きく　菊のり,11.6,0.2,73.5
530,キャベツ類　キャベツ　結球葉　生,1.3,0.2,5.2
531,キャベツ類　キャベツ　結球葉　ゆで,0.9,0.2,4.6
532,キャベツ類　キャベツ　結球葉　油いため,1.6,6,5.9
533,キャベツ類　グリーンボール　結球葉　生,1.4,0.1,4.3
534,キャベツ類　レッドキャベツ　結球葉　生,2,0.1,6.7
535,きゅうり　果実　生,1,0.1,3
536,きゅうり　漬物　塩漬,1,0.1,3.7
537,きゅうり　漬物　しょうゆ漬,3.2,0.4,10.8
538,きゅうり　漬物　ぬかみそ漬,1.5,0.1,6.2
539,きゅうり　漬物　ピクルス　スイート型,0.3,0.1,18.3
540,きゅうり　漬物　ピクルス　サワー型,1.4,0,2.5
541,ぎょうじゃにんにく　葉　生,3.5,0.2,6.6
542,キンサイ　茎葉　生,1.1,0.4,3.5
543,キンサイ　茎葉　ゆで,1.1,0.4,3.5
544,クレソン　茎葉　生,2.1,0.1,2.5
545,くわい　塊茎　生,6.3,0.1,26.6
546,くわい　塊茎　ゆで,6.2,0.1,27.2
547,ケール　葉　生,2.1,0.4,5.6
548,コールラビ　球茎　生,1,0,5.1
549,コールラビ　球茎　ゆで,1,0,5.2
550,こごみ　若芽　生,3,0.2,5.3
551,ごぼう　根　生,1.8,0.1,15.4
552,ごぼう　根　ゆで,1.5,0.2,13.7
553,こまつな　葉　生,1.5,0.2,2.4
554,こまつな　葉　ゆで,1.6,0.1,3
555,コリアンダー　葉　生,1.4,0.4,4.6
556,ザーサイ　漬物,2.5,0.1,4.6
557,さんとうさい　葉　生,1,0.2,2.7
558,さんとうさい　葉　ゆで,1.4,0.3,2.9
559,さんとうさい　塩漬,1.5,0.3,4
560,しかくまめ　若ざや　生,2.4,0.1,3.8
561,ししとう　果実　生,1.9,0.3,5.7
562,ししとう　果実　油いため,1.9,3.2,5.8
563,しそ　葉　生,3.9,0.1,7.5
564,しそ　実　生,3.4,0.1,8.9
565,じゅうろくささげ　若ざや　生,2.5,0.1,4.8
566,じゅうろくささげ　若ざや　ゆで,2.8,0.1,6.2
567,しゅんぎく　葉　生,2.3,0.3,3.9
568,しゅんぎく　葉　ゆで,2.7,0.5,4.5
569,じゅんさい　若葉　水煮びん詰,0.4,0,1
570,しょうが類　葉しょうが　根茎　生,0.5,0.2,2.1
571,しょうが類　しょうが　根茎　皮なし　生,0.9,0.3,6.6
572,しょうが類　しょうが　根茎　皮なし　生　おろし,0.7,0.8,16
573,しょうが類　しょうが　根茎　皮なし　生　おろし汁,0.4,0.3,3.5
574,しょうが類　しょうが　漬物　酢漬,0.3,0.2,3.9
575,しょうが類　しょうが　漬物　甘酢漬,0.2,0.4,10.7
576,しょうが類　新しょうが　根茎　生,0.3,0.3,2.7
577,しろうり　果実　生,0.9,0.1,3.3
578,しろうり　漬物　塩漬,1,0.1,3.7
579,しろうり　漬物　奈良漬,4.6,0.2,40
580,ずいき　生ずいき　生,0.5,0,4.1
581,ずいき　生ずいき　ゆで,0.4,0,3.1
582,ずいき　干しずいき　乾,6.6,0.4,63.5
583,ずいき　干しずいき　ゆで,0.5,0,3.4
584,すいぜんじな　葉　生,0.6,0.6,3.4
585,すぐきな　葉　生,1.9,0.2,5.4
586,すぐきな　根　生,0.6,0.1,4.7
587,すぐきな　すぐき漬,2.6,0.7,6.1
588,ズッキーニ　果実　生,1.3,0.1,2.8
589,せり　茎葉　生,2,0.1,3.3
590,せり　茎葉　ゆで,2.1,0.1,3.4
591,セロリ　葉柄　生,0.4,0.1,3.6
592,ぜんまい　生ぜんまい　若芽　生,1.7,0.1,6.6
593,ぜんまい　生ぜんまい　若芽　ゆで,1.1,0.4,4.1
594,ぜんまい　干しぜんまい　干し若芽　乾,14.6,0.6,70.8
595,ぜんまい　干しぜんまい　干し若芽　ゆで,1.7,0.1,6.8
596,そらまめ　未熟豆　生,10.9,0.2,15.5
597,そらまめ　未熟豆　ゆで,10.5,0.2,16.9
598,タアサイ　葉　生,1.3,0.2,2.2
599,タアサイ　葉　ゆで,1.1,0.2,2.3
600,だいこん類　かいわれだいこん　芽ばえ　生,2.1,0.5,3.3
601,だいこん類　葉だいこん　葉　生,2,0.2,3.3
602,だいこん類　だいこん　葉　生,2.2,0.1,5.3
603,だいこん類　だいこん　葉　ゆで,2.2,0.1,5.4
604,だいこん類　だいこん　根　皮つき　生,0.5,0.1,4.1
605,だいこん類　だいこん　根　皮つき　ゆで,0.4,0,4.5
606,だいこん類　だいこん　根　皮なし　生,0.4,0.1,4.1
607,だいこん類　だいこん　根　皮なし　生　おろし,0.6,0.2,8
608,だいこん類　だいこん　根　皮なし　生　おろし汁,0.3,0,2.7
609,だいこん類　だいこん　根　皮なし　生　おろし水洗い,0.6,0.1,7.2
610,だいこん類　だいこん　根　皮なし　ゆで,0.5,0.1,4
611,だいこん類　切干しだいこん　乾,9.7,0.8,69.7
612,だいこん類　切干しだいこん　ゆで,0.9,0.1,4.1
613,だいこん類　切干しだいこん　油いため,1.5,6,7.6
614,だいこん類　漬物　いぶりがっこ,1.1,0.3,21
615,だいこん類　漬物　ぬかみそ漬,1.3,0.1,6.7
616,だいこん類　漬物　たくあん漬　塩押しだいこん漬,0.6,0.3,10.8
617,だいこん類　漬物　たくあん漬　干しだいこん漬,1.9,0.1,5.5
618,だいこん類　漬物　守口漬,5.3,0.2,44.3
619,だいこん類　漬物　べったら漬,0.4,0.2,13.1
620,だいこん類　漬物　みそ漬,2.1,0.3,11.4
621,だいこん類　漬物　福神漬,2.7,0.1,33.3
622,たいさい類　つまみな　葉　生,1.9,0.3,3.6
623,たいさい類　たいさい　葉　生,0.9,0.1,3.5
624,たいさい類　たいさい　塩漬,1.6,0.1,4.3
625,たかな　葉　生,1.8,0.2,4.2
626,たかな　たかな漬,1.9,0.6,6.2
627,たけのこ　若茎　生,3.6,0.2,4.3
628,たけのこ　若茎　ゆで,3.5,0.2,5.5
629,たけのこ　水煮缶詰,2.7,0.2,4
630,たけのこ　めんま　塩蔵　塩抜き,1,0.5,3.6
631,たまねぎ類　たまねぎ　りん茎　生,1,0.1,8.4
632,たまねぎ類　たまねぎ　りん茎　水さらし,0.6,0.1,6.1
633,たまねぎ類　たまねぎ　りん茎　ゆで,0.8,0.1,7.3
634,たまねぎ類　たまねぎ　りん茎　油いため,1.4,5.9,12
635,たまねぎ類　たまねぎ　りん茎　油いため　あめ色たまねぎ,3.2,6.8,34.1
636,たまねぎ類　赤たまねぎ　りん茎　生,0.9,0.1,9
637,たまねぎ類　葉たまねぎ　りん茎及び葉　生,1.8,0.4,7.6
638,たらのめ　若芽　生,4.2,0.2,4.3
639,たらのめ　若芽　ゆで,4,0.2,4.1
640,チコリ　若芽　生,1,0,3.9
641,ちぢみゆきな　葉　生,3.6,0.6,5.7
642,ちぢみゆきな　葉　ゆで,3.8,0.7,5.2
643,チンゲンサイ　葉　生,0.6,0.1,2
644,チンゲンサイ　葉　ゆで,0.9,0.1,2.4
645,チンゲンサイ　葉　油いため,0.8,3.2,2.2
646,つくし　胞子茎　生,3.5,0.1,8.1
647,つくし　胞子茎　ゆで,3.4,0.1,6.7
648,つるな　茎葉　生,1.8,0.1,2.8
649,つるにんじん　根　生,1,0.7,19.8
650,つるむらさき　茎葉　生,0.7,0.2,2.6
651,つるむらさき　茎葉　ゆで,0.9,0.2,3.2
652,つわぶき　葉柄　生,0.4,0,5.6
653,つわぶき　葉柄　ゆで,0.3,0,4.4
654,とうがらし　葉･果実　生,3.4,0.1,7.2
655,とうがらし　葉･果実　油いため,4,4.9,8.5
656,とうがらし　果実　生,3.9,3.4,16.3
657,とうがらし　果実　乾,14.7,12,58.4
658,とうがん　果実　生,0.5,0.1,3.8
659,とうがん　果実　ゆで,0.6,0.1,3.7
660,とうもろこし類　スイートコーン　未熟種子　生,3.6,1.7,16.8
661,とうもろこし類　スイートコーン　未熟種子　ゆで,3.5,1.7,18.6
662,とうもろこし類　スイートコーン　未熟種子　電子レンジ調理,4.2,2.2,19.1
663,とうもろこし類　スイートコーン　未熟種子　穂軸つき　冷凍,3.5,1.5,18.7
664,とうもろこし類　スイートコーン　未熟種子　カーネル　冷凍,2.9,1.3,19.8
665,とうもろこし類　スイートコーン　未熟種子　カーネル　冷凍　ゆで,2.8,1.5,18.7
666,とうもろこし類　スイートコーン　未熟種子　カーネル　冷凍　油いため,2.9,5.8,18.9
667,とうもろこし類　スイートコーン　缶詰　クリームスタイル,1.7,0.5,18.6
668,とうもろこし類　スイートコーン　缶詰　ホールカーネルスタイル,2.3,0.5,17.8
669,とうもろこし類　ヤングコーン　幼雌穂　生,2.3,0.2,6
670,トマト類　赤色トマト　果実　生,0.7,0.1,4.7
671,トマト類　赤色ミニトマト　果実　生,1.1,0.1,7.2
672,トマト類　黄色トマト　果実　生,1.1,0.4,3.2
673,トマト類　ドライトマト,14.2,2.1,67.3
674,トマト類　加工品　ホール　食塩無添加,0.9,0.2,4.4
675,トマト類　加工品　トマトジュース　食塩添加,0.7,0.1,4
676,トマト類　加工品　トマトジュース　食塩無添加,0.7,0.1,4
677,トマト類　加工品　ミックスジュース　食塩添加,0.6,0,4.3
678,トマト類　加工品　ミックスジュース　食塩無添加,0.6,0,4.3
679,トレビス　葉　生,1.1,0.2,3.9
680,とんぶり　ゆで,6.1,3.5,12.9
681,ながさきはくさい　葉　生,1.3,0.1,2.6
682,ながさきはくさい　葉　ゆで,2.2,0.1,3.4
683,なす類　なす　果実　生,1.1,0.1,5.1
684,なす類　なす　果実　ゆで,1,0.1,4.5
685,なす類　なす　果実　油いため,1.5,5.8,6.3
686,なす類　なす　果実　天ぷら,1.6,14,12
687,なす類　べいなす　果実　生,1.1,0.1,5.3
688,なす類　べいなす　果実　素揚げ,1,17,6.7
689,なす類　漬物　塩漬,1.4,0.1,5.2
690,なす類　漬物　ぬかみそ漬,1.7,0.1,6.1
691,なす類　漬物　こうじ漬,5.5,0.1,18.2
692,なす類　漬物　からし漬,2.6,0.2,30.7
693,なす類　漬物　しば漬,1.4,0.2,7
694,なずな　葉　生,4.3,0.1,7
695,なばな類　和種なばな　花らい・茎　生,4.4,0.2,5.8
696,なばな類　和種なばな　花らい・茎　ゆで,4.7,0.1,4.3
697,なばな類　洋種なばな　茎葉　生,4.1,0.4,6
698,なばな類　洋種なばな　茎葉　ゆで,3.6,0.4,5.3
699,にがうり　果実　生,1,0.1,3.9
700,にがうり　果実　油いため,1.2,3.3,4.6
701,にら類　にら　葉　生,1.7,0.3,4
702,にら類　にら　葉　ゆで,2.6,0.5,5.7
703,にら類　にら　葉　油いため,1.9,5.7,4.9
704,にら類　花にら　花茎・花らい　生,1.9,0.2,5.9
705,にら類　黄にら　葉　生,2.1,0.1,3.3
706,にんじん類　葉にんじん　葉　生,1.1,0.2,3.7
707,にんじん類　にんじん　根　皮つき　生,0.7,0.2,9.3
708,にんじん類　にんじん　根　皮つき　ゆで,0.6,0.2,8.4
709,にんじん類　にんじん　根　皮なし　生,0.8,0.1,8.7
710,にんじん類　にんじん　根　皮なし　ゆで,0.7,0.1,8.5
711,にんじん類　にんじん　根　皮なし　油いため,1.1,6.4,12.4
712,にんじん類　にんじん　根　皮なし　素揚げ,1,3.5,13.9
713,にんじん類　にんじん　根　皮　生,0.7,0.2,7.3
714,にんじん類　にんじん　根　冷凍,0.8,0.2,8.2
715,にんじん類　にんじん　根　冷凍　ゆで,0.7,0.2,7
716,にんじん類　にんじん　根　冷凍　油いため,0.9,4,9.3
717,にんじん類　にんじん　グラッセ,0.7,1.4,12.7
718,にんじん類　にんじん　ジュース　缶詰,0.6,0.1,6.7
719,にんじん類　きんとき　根　皮つき　生,1.8,0.2,9.6
720,にんじん類　きんとき　根　皮つき　ゆで,1.9,0.2,9.2
721,にんじん類　きんとき　根　皮なし　生,1.8,0.3,9.7
722,にんじん類　きんとき　根　皮なし　ゆで,1.9,0.4,9.6
723,にんじん類　ミニキャロット　根　生,0.7,0.2,7.5
724,にんにく類　にんにく　りん茎　生,6.4,0.9,27.5
725,にんにく類　にんにく　りん茎　油いため,8.2,5.9,30.6
726,にんにく類　茎にんにく　花茎　生,1.9,0.3,10.6
727,にんにく類　茎にんにく　花茎　ゆで,1.7,0.2,10.7
728,ねぎ類　根深ねぎ　葉　軟白　生,1.4,0.1,8.3
729,ねぎ類　根深ねぎ　葉　軟白　ゆで,1.3,0.1,6.8
730,ねぎ類　根深ねぎ　葉　軟白　油いため,1.6,4.4,9.5
731,ねぎ類　葉ねぎ　葉　生,1.9,0.3,6.5
732,ねぎ類　葉ねぎ　葉　油いため,2.1,5.2,7.9
733,ねぎ類　こねぎ　葉　生,2,0.3,5.4
734,のざわな　葉　生,0.9,0.1,3.5
735,のざわな　漬物　塩漬,1.2,0.1,4.1
736,のざわな　漬物　調味漬,1.7,0,5.4
737,のびる　りん茎葉　生,3.2,0.2,15.5
738,はくさい　結球葉　生,0.8,0.1,3.2
739,はくさい　結球葉　ゆで,0.9,0.1,2.9
740,はくさい　漬物　塩漬,1.5,0.1,3.3
741,はくさい　漬物　キムチ,2.3,0.1,5.4
742,パクチョイ　葉　生,1.6,0.2,2.7
743,バジル　葉　生,2,0.6,4
744,パセリ　葉　生,4,0.7,7.8
745,はつかだいこん　根　生,0.8,0.1,3.1
746,はなっこりー　生,3.6,0.5,5.4
747,はやとうり　果実　白色種　生,0.6,0.1,4.9
748,はやとうり　果実　白色種　塩漬,0.6,0,4.4
749,はやとうり　果実　緑色種　生,0.6,0.1,4.9
750,ビーツ　根　生,1.6,0.1,9.3
751,ビーツ　根　ゆで,1.5,0.1,10.2
752,ピーマン類　青ピーマン　果実　生,0.9,0.2,5.1
753,ピーマン類　青ピーマン　果実　油いため,0.9,4.3,5.4
754,ピーマン類　赤ピーマン　果実　生,1,0.2,7.2
755,ピーマン類　赤ピーマン　果実　油いため,1,4.3,7.6
756,ピーマン類　オレンジピーマン　果実　生,0.9,0.3,4.2
